Checked,Original title,Local title,Year,Media type,Type,Edition,Country,Case,Discs,Sub-fi,Sub-en,Aspect ratio,Running time,Director,Status,Condition,Notes,Watched,Rental,Slip Cover,Hologram,Id,Barcode,IMDB,Collection Id,Series,Publisher,Studio,Vihkonen,Kohtausluettelo,2 Sided Disc,2 Sided Cover
no,The Sopranos: Season 6,"The Sopranos: Kausi 6, osa 1",1999,TV Serie,DVD,,Finland,,1,no,no,1.78:1,632,"Timothy Van Patten, John Patterson, Allen Coulter, Alan Taylor, Jack Bender, Steve Buscemi, Daniel Attias, David Chase, Nick Gomez, Matthew Penn, Lorraine Senna, Andy Wolk, Martin Bruestle, Lee Tamahori, James Hayman, Peter Bogdanovich, Mike Figgis, Rodrigo García, Danny Leiner, David Nutter, Steve Shill, Phil Abraham, Terence Winter",Owned,Fair,,no,no,no,no,7837,7321944836153,tt0141842,,,,,yes,no,no,
yes,The Sopranos: Season 6 part 2,"Sopranos: Kausi 6, osa 2",1999,TV Serie,DVD,,Finland,deluxe box,1,no,no,1.78:1,456,"Timothy Van Patten, John Patterson, Allen Coulter, Alan Taylor, Jack Bender, Steve Buscemi, Daniel Attias, David Chase, Nick Gomez, Matthew Penn, Lorraine Senna, Andy Wolk, Martin Bruestle, Lee Tamahori, James Hayman, Peter Bogdanovich, Mike Figgis, Rodrigo García, Danny Leiner, David Nutter, Steve Shill, Phil Abraham, Terence Winter",Owned,Excellent,Pahviboksi,no,no,no,no,6306,7321946178473,tt0141842,,,,,yes,no,no,
yes,"The Sopranos: Series 6, Part I",,2006,TV Serie,DVD,,Nordic,,4,yes,yes,1.78:1,632,"Timothy Van Patten, John Patterson, Allen Coulter, Alan Taylor, Jack Bender, Steve Buscemi, Daniel Attias, David Chase, Nick Gomez, Matthew Penn, Lorraine Senna, Andy Wolk, Martin Bruestle, Lee Tamahori, James Hayman, Peter Bogdanovich, Mike Figgis, Rodrigo García, Danny Leiner, David Nutter, Steve Shill, Phil Abraham, Terence Winter",Owned,Excellent,,no,no,no,no,3082,5051895047828,tt0141842,,,,,,,,
yes,The Sopranos: The complete fourth season,The Sopranos: Season 4,2002,TV Serie,DVD,,Australia,,4,no,yes,1.78:1,710,"Allen Coulter, John Patterson, Tim Van Patten, Jack Bender, Henry J. Bronchtein, Steve Buscemi, Dan Attias, Alan Taylor, James Hayman",Owned,Good,,no,no,no,no,5873,9325336016992,tt0141842,,,,,no,no,no,
no,The Sopranos: The Complete Series,,1999,TV Serie,DVD,,Finland,,1,no,no,,0,,Owned,Good,,no,no,no,no,6658,5051895053812,tt0141842,,,,,no,no,no,
yes,The Sound,,2017,Movie,DVD,,Nordic,,1,yes,no,,0,Jenna Mattison,Owned,Excellent,,no,no,no,no,5219,7350011901074,tt4669278,,,,,no,no,no,
yes,The Sound of Music,,1965,Movie,DVD,40-vuotisjuhlajulkaisu,Finland,,2,yes,no,,0,Robert Wise,Owned,Excellent,,no,no,no,no,4496,6438044073751,tt0059742,,,,,,,,
yes,The Sound of Music,,1965,Movie,Blu-ray,,Nordic,,1,yes,no,2.20:1,174,Robert Wise,Owned,Excellent,,no,no,no,no,5083,7340112703233,tt0059742,,,,,no,no,no,
yes,The Specialist,,1994,Movie,DVD,,Finland,snapcase,1,yes,no,,0,Luis Llosa,Owned,Fair,,no,no,no,no,4069,7321944135744,tt0111255,,,,,,,,
yes,The Spiral Staircase,Spiraltrappan,1946,Movie,DVD,,Sweden,,1,no,no,1.33:1,80,Robert Siodmak,Owned,Still Wrapped,,no,no,no,no,8469,7350036726683,tt0038975,,,,,no,no,no,
yes,The Spirit,,2008,Movie,Blu-ray,,Finland,,1,yes,yes,2.40:1,102,Frank Miller,Owned,Excellent,,no,no,no,no,5155,5051160247779,tt0831887,,,,,no,no,no,
yes,The Spirit,,2008,Movie,DVD,,Nordic,steelbook,1,yes,yes,2.40:1,103,Frank Miller,Owned,Fair,,no,no,no,no,5438,5051162250012,tt0831887,,,,,no,no,no,
no,The Spy Who Loved Me,007 - rakastettuni,1977,Movie,DVD,,Finland,,2,no,no,,-1,Lewis Gilbert,Owned,Excellent,,no,no,no,no,5424,6438044112153,tt0076752,,,,,no,no,no,
no,The Spy Who Loved Me,007 Rakastettuni,1977,Movie,DVD,Special 007 Edition,Finland,,1,yes,yes,2.35:1,125,Lewis Gilbert,Owned,Fair,,no,no,no,no,5574,6420614618059,tt0076752,,,,,yes,no,no,
yes,The spy who loved me,Älskade Spion,1977,Movie,DVD,Special Edition,Sweden,,1,yes,yes,2.35:1,120,Lewis Gilbert,Owned,Good,Vihko puuttuu ,no,no,no,no,2058,7391772364159,tt0076752,,James Bond,,,,,,
yes,The Squid and the Whale,,2005,Movie,DVD,,Finland,,1,yes,no,1.85:1,77,Noah Baumbach,Owned,Good,,no,no,no,no,2272,5706132359744,tt0367089,,,,,,,,
yes,The Stand,,1994,TV Serie,Blu-ray,,Nordic,,1,yes,yes,1.78:1,361,Mick Garris,Owned,Still Wrapped,,no,no,no,no,7601,7340112750329,tt0108941,,,,,no,no,no,
yes,The Stand,The Stand - tukikohta 1,,TV Serie,VHS,,Finland,,,yes,,,,Mick Garris,,,,,,,,,,,,,,,,,,
yes,The Stanford Prison Experiment,,2015,Movie,DVD,,Nordic,,1,yes,yes,2.40:1,117,Kyle Patrick Alvarez,Owned,Poor - Slightly Damaged,,no,no,no,no,6474,5053083060046,tt0420293,,,,,no,no,no,
yes,The Station Agent,,2003,Movie,DVD,,Finland,,1,no,no,1.78:1,88,Thomas McCarthy,Owned,Poor - Slightly Damaged,Hienoinen hankauma,no,no,no,no,6200,5706132360931,tt0340377,,,,,no,no,no,
yes,The Stepfather,,1987,Movie,DVD,,Finland,,1,yes,no,1.33:1,85,Joseph Ruben,Owned,Fair,uudempi kansi,no,no,no,no,1998,6416548806211,tt0094035,,,,,,,,
yes,The Stepfather,,1987,Movie,DVD,,Finland,,1,yes,no,1.33:1,85,Joseph Ruben,Owned,Good,vanhempi kansi,no,no,no,no,1998,6416548806211,tt0094035,,,,,,,,
yes,The Stepfather,,2009,,Blu-ray,Director's Cut,Finland,,1,no,no,,0,Nelson McCormick,Owned,Still Wrapped,,no,no,no,no,7891,5051160270579,tt0814335,,,,,no,no,no,
yes,The Stepford Wives,Stepfordin naiset,1975,Movie,DVD,,Finland,,1,no,no,,0,Bryan Forbes,Owned,Good,,no,no,no,no,247,6415015509099,tt0073747,,Paramount Wide Screen Collection,,,,,,
yes,The Stephen King Collection,,1900,Movie,DVD,,United Kingdom,,1,no,no,,0,,Owned,Excellent,,no,no,no,no,2830,5055201804747,tt0000000,,,,,,,,
yes,The Sting,Puhallus,1973,Movie,DVD,,Finland,,1,yes,no,,0,George Roy Hill,Owned,Excellent,,no,no,no,no,1600,5050582056532,tt0070735,,,,,,,,
no,The Stoning of Soraya M.,Soraya M.,2008,Movie,DVD,,Finland,,1,no,no,,0,Cyrus Nowrasteh,Owned,,,no,no,no,no,8550,5706141784988,tt1277737,,,,,no,no,no,
yes,The Storm Warriors,,2009,,DVD,,United Kingdom,,1,no,yes,1.78:1,106,"Oxide Pang Chun, Danny Pang",Owned,Poor - Slightly Damaged,,no,no,no,no,7170,5060085364850,tt1186371,,,,,no,no,no,
yes,The Stormriders,,,Movie,DVD,Special 2 Disc Collector's Edition,United Kingdom,,,,,,,Andrew Lau,Owned,Good,,no,no,no,no,,,,7182,,,,,,,
no,The Stranger,,1946,Movie,DVD,The Golden Collection,Sweden,,1,yes,yes,1.33:1,95,Orson Welles,Owned,,,no,no,no,no,5530,5709165730320,tt0038991,,,,,no,no,no,
yes,The Stranger,Främlingen,1946,Movie,DVD,Specialutgåva,Sweden,,1,yes,no,1.33:1,90,Orson Welles,Owned,Still Wrapped,,no,no,no,no,7853,7350036726164,tt0038991,,,,,no,no,no,
yes,The Strangers,,2008,,DVD,,Finland,,1,yes,yes,2.35:1,82,Bryan Bertino,Owned,Good,,no,no,yes,no,3451,6415750016708,tt0482606,,,,,,,,
yes,The Strangers: Prey at Night,,2018,Movie,DVD,,Finland,,1,yes,no,,0,Johannes Roberts,Owned,Excellent,,no,no,no,no,4700,6430050250263,tt1285009,,,,,,,,
yes,The Stuff,,1985,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,87,Larry Cohen,Owned,Still Wrapped,,no,no,no,no,7155,5027035016641,tt0090094,,,,,no,no,no,
yes,The Stunt Man,The Stunt Man - henkensä kaupalla,1980,,DVD,,Finland,,1,yes,no,1.78:1,120,Richard Rush,Owned,Good,,no,no,no,no,5372,6416548837413,tt0081568,,,,,no,no,no,
yes,The Sugarland Express,,1974,Movie,Blu-ray,,Nordic,,1,yes,yes,2.35:1,110,Steven Spielberg,Owned,Excellent,,no,no,no,no,2565,5053083010249,tt0072226,,,,,,,,
yes,The Sum of All Fears,Peloista pahin,2002,Movie,DVD,Special Collector's Edition,Finland,,1,yes,yes,2.35:1,119,Phil Alden Robinson,Owned,Fair,,no,no,no,no,3040,7332431020603,tt0164184,,Paramount Collection,,,,,,
no,The Superman Motion Picture Anthology,,1900,Movie,Blu-ray,,United Kingdom,,8,no,no,,905,,Owned,,,no,no,no,no,3175,5051892046794,tt0000000,,,,,,,,
no,The Sure Thing,,1985,Movie,Blu-ray,,Finland,,2,yes,no,1.85:1,90,Rob Reiner,Owned,,,no,no,no,no,8458,5709165573620,tt0090103,,,,,no,no,no,
no,The Survivalist,,2015,Movie,DVD,,Finland,,1,yes,no,2.35:1,99,Stephen Fingleton,Owned,Poor - Slightly Damaged,,no,no,no,no,6565,6438194704017,tt2580382,,,,,no,no,no,
yes,The Sweet Hereafter,Suloinen ikuisuus,1997,Movie,DVD,,Finland,,1,yes,no,,0,Atom Egoyan,Owned,Excellent,,no,no,no,no,3225,6438194014017,tt0120255,,,,,,,,
yes,The Sword in the Stone,Miekka kivessä,1963,Movie,DVD,Juhlajulkaisu,Finland,,1,yes,yes,1.33:1,76,Wolfgang Reitherman,Owned,Good,,no,no,no,no,1480,8717418166267,tt0057546,,Walt Disney klassikot,,,,,,
no,The Tailor of Panama,Panaman Räätäli,2001,Movie,DVD,,Finland,,1,no,no,,0,John Boorman,Owned,Excellent,,no,no,no,no,4720,6420201126578,tt0236784,,,,,,,,
yes,The Taint,,2011,Movie,DVD,,Sweden,,1,yes,no,,70,"Drew Bolduc, Dan Nelson",Owned,Still Wrapped,,no,no,no,no,7390,7340110406181,tt1667133,,,,,no,no,no,
yes,The Taking of Pelham 123,Kaappaus metrossa - Pelham 123,2009,Movie,DVD,,Finland,,1,yes,yes,,0,Tony Scott,Owned,Good,,no,no,no,no,1655,5051160263618,tt1111422,,,,,,,,
yes,The Talented Mr. Ripley,Lahjakas herra Ripley,1999,Movie,DVD,,Finland,,1,yes,no,1.78:1,134,Anthony Minghella,Owned,Fair,,no,no,no,no,361,5706132344641,tt0134119,,,,,,,,
yes,The Tall Guy - Pitkä Jenkki,,1989,,DVD,,Finland,,1,yes,no,,0,Mel Smith,Owned,Fair,,no,no,no,no,5816,6416548813110,tt0098436,,,,,no,no,no,
no,The Tall Man,,2012,,DVD,,Finland,,1,no,no,2.35:1,106,Pascal Laugier,Owned,Poor - Slightly Damaged,,no,no,no,no,8002,6438194056215,tt1658837,,,,,no,no,no,
yes,The Task,,2011,Movie,DVD,,Nordic,,1,yes,no,,0,Alex Orwell,Owned,Excellent,,no,no,no,no,4373,5060255691069,tt1621446,,,,,,,,
yes,The Ten Commandments,,1956,Movie,DVD,,Sweden,,2,yes,yes,1.78:1,222,Cecil B. DeMille,Owned,Excellent,,no,no,no,no,1275,7393805274664,tt0049833,,Paramount Wide Screen Collection,,,yes,,,
yes,The Terminal,Terminaali,2004,Movie,DVD,Kahden levyn erikoispainos,Finland,,2,yes,yes,1.85:1,124,Steven Spielberg,Owned,Excellent,,no,no,no,no,783,7332504001744,tt0362227,,,,,,,,
yes,The Terminator,The Terminator - Tuhoaja,1984,Movie,DVD,Special Edition,Finland,,2,yes,yes,1.85:1,103,James Cameron,Owned,Excellent,,no,no,no,no,179,6420614608258,tt0088247,,,,,yes,,,
yes,The Terminator,,1984,Movie,DVD,Ultimate Edition,Finland,deluxe box,2,yes,yes,1.85:1,107,James Cameron,Owned,Excellent,Valokuvat ja vihkonen mukana,no,no,no,no,2961,6438044067057,tt0088247,,,,,yes,,,
no,The Terminator,,1984,Movie,Blu-ray,,Nordic,,1,yes,yes,1.85:1,107,James Cameron,Owned,Good,,no,no,no,no,6604,6438044608267,tt0088247,,,,,no,no,no,
no,The Terror,Terrorin Vallassa,1963,Movie,DVD,,Finland,,1,no,no,,0,"Roger Corman, Francis Ford Coppola, Monte Hellman, Jack Hill, Jack Nicholson",Owned,,,no,no,no,no,5184,6415018625758,tt0057569,,,,,no,no,no,
yes,The Texas Chain Saw Massacre,Motorsågsmassakern,1974,Movie,DVD,2 Disc Special Edition,Sweden,,1,yes,no,1.33:1,83,Tobe Hooper,Owned,Good,,no,no,no,no,4840,7319980033131,tt0072271,,,,,,,,
yes,The Texas Chain Saw Massacre,,1974,Movie,DVD,2 Disc Special Edition,Finland,,2,yes,no,1.85:1,84,Tobe Hooper,Owned,Fair,,no,no,no,no,1797,6416548803012,tt0072271,,,,,,,,
yes,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre - Teksasin moottorisahamurhat,2003,Movie,DVD,,Finland,digipack + slipcover,2,yes,no,2.35:1,94,Marcus Nispel,Owned,Excellent,,no,no,yes,no,528,5706550024095,tt0324216,,,,,,,,
yes,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre - Teksasin moottorisahamurhat,2003,,DVD,,Finland,,1,yes,no,,0,Marcus Nispel,SaleOrTrade,,,no,no,no,no,3436,6415750981464,tt0324216,,,,,,,,
yes,The Texas Chainsaw Massacre,,1974,Movie,DVD,Original Uncut,United Kingdom,,1,no,yes,1.78:1,80,Tobe Hooper,Owned,Good,eri extrat kuin suomalaisessa future film julkaisussa,no,no,no,no,100,5050582241655,tt0072271,,,,,,,,
yes,The Texas Chainsaw Massacre 2,,1986,Movie,DVD,,United Kingdom,,1,no,yes,1.85:1,97,Tobe Hooper,Owned,Poor - Slightly Damaged,,no,no,no,no,2517,5050070007299,tt0092076,,,,,,,,
yes,The Texas Chainsaw Massacre 2,,1986,Movie,Blu-ray,,United Kingdom,,1,no,yes,1.85:1,101,Tobe Hooper,Owned,Still Wrapped,,no,no,no,no,7136,5027035016634,tt0092076,,,,,no,no,no,
yes,The Texas Chainsaw Massacre: The Beginning,Teksasin moottorisahamurhaaja: Pahan alku,2006,Movie,DVD,Unrated,Finland,,1,yes,yes,,92,Jonathan Liebesman,Owned,Fair,,no,no,yes,no,529,6438044104059,tt0420294,,,,,,,,
yes,The Thaw,Arctic Outbreak,2009,Movie,Blu-ray,,Nordic,,1,yes,no,2.35:1,94,Mark A. Lewis,Owned,Excellent,,no,no,no,no,5112,5706140598876,tt1235448,,,,,no,no,no,
yes,The Theory of Everything,The Theory Of Everything,2014,Movie,Blu-ray,,Nordic,,1,yes,yes,2.40:1,123,James Marsh,Owned,Excellent,,no,no,no,no,1443,5053083041700,tt2980516,,,,,,,,
yes,The Thief of Bagdad,,1924,Movie,DVD,,United States,snapcase,1,no,no,1.33:1,139,Raoul Walsh,Owned,Still Wrapped,,no,no,no,no,1270,14381423525,tt0015400,,,,,,,,
yes,The Thin Red Line,Veteen piiretty viiva,1998,Movie,DVD,,Finland,,1,yes,yes,2.35:1,164,Terrence Malick,Owned,Good,,no,no,no,no,1678,6420614610657,tt0120863,,,,,,,,
no,The Thing,The Thing - se jostakin,1982,Movie,DVD,,Finland,,1,yes,yes,2.35:1,104,John Carpenter,Owned,,,no,no,no,no,2643,0,tt0084787,,,,,,,,
yes,The Thing,"The Thing: ""se"" jostakin",1982,,DVD,,Finland,,1,yes,yes,2.35:1,104,John Carpenter,Owned,Excellent,,no,no,no,no,3591,5050582049114,tt0084787,,,,,,,,
yes,The Thing,,1982,Movie,DVD,Widescreen,United Kingdom,,1,yes,yes,2.35:1,104,John Carpenter,Owned,Excellent,,no,no,no,no,91,5035822003149,tt0084787,,,,,yes,yes,,
no,The Thing,,1982,Movie,Blu-ray,,Nordic,,1,yes,yes,2.35:1,109,John Carpenter,Owned,Still Wrapped,,no,no,no,no,7012,5050582583427,tt0084787,,,,,no,no,no,
no,The Thing,,2011,Movie,DVD,,United Kingdom,,1,yes,yes,2.40:1,99,Matthijs van Heijningen Jr.,SaleOrTrade,,,no,no,no,no,34,5050582877175,tt0905372,,,,,,,,
yes,The Thing,,2011,Movie,DVD,,Finland,,1,yes,yes,2.40:1,99,Matthijs van Heijningen Jr.,Owned,Excellent,,no,no,no,no,2888,5050582879193,tt0905372,,,,,,,,
no,The Thing / Christine,,1900,Movie,DVD,,Finland,,2,no,no,,0,,Owned,,,no,no,no,no,2642,6420201156513,tt0000000,,,,,,,,
no,The Thing from Another World,,1951,Movie,DVD,,United Kingdom,,1,no,yes,1.33:1,83,Christian Nyby,Owned,,,no,no,no,no,5754,0,tt0044121,,,,,no,no,no,
yes,The Thing from Another World,The Thing From Another World,1951,Movie,DVD,,Sweden,,1,yes,no,1.78:1,83,Christian Nyby,Owned,Still Wrapped,,no,no,no,no,7243,7350036723408,tt0044121,,,,,no,no,no,
yes,The Third Man,Kolmas Mies,1949,Movie,DVD,,Finland,,1,yes,no,1.33:1,105,Carol Reed,Owned,Excellent,,no,no,no,no,1153,6416548906812,tt0041959,,,,,,,,
yes,The Thomas Crown Affair,,1999,Movie,DVD,,United Kingdom,,1,yes,yes,2.35:1,108,John McTiernan,Owned,Good,Todella kevyttä jälkeä levyssä,no,no,no,no,2243,5050070000313,tt0155267,,,,,,,,
yes,The Thomas Crown Affair,,1968,Movie,DVD,,United Kingdom,,1,yes,yes,1.85:1,102,Norman Jewison,Owned,Still Wrapped,,no,no,no,no,8173,5050070000245,tt0063688,,,,,no,no,no,
yes,The Three Caballeros,,1944,Movie,DVD,,Finland,,1,yes,yes,1.33:1,68,"Norman Ferguson, Clyde Geronimi",Owned,Excellent,,no,no,no,no,2913,8717418101060,tt0038166,,Walt Disney klassikot,,,,,,
yes,The Three Musketeers,Kolme muskettisoturia,2011,Movie,Blu-ray,,Finland,,1,yes,yes,2.35:1,110,Paul W.S. Anderson,Owned,Still Wrapped,,no,no,yes,no,6127,6438044322361,tt1509767,,,,,no,no,no,
yes,The Time Machine,Aikakone,2002,Movie,DVD,,Finland,snapcase,1,yes,yes,2.35:1,92,Simon Wells,Owned,Excellent,,no,no,no,no,5138,7321944221911,tt0268695,,,,,no,no,no,
yes,The Tomb,,2006,Movie,DVD,,Finland,,1,yes,no,,0,Ulli Lommel,Owned,Fair,,no,no,no,no,3824,6416548514819,tt1039646,,Dark Label,,,,,,
yes,The Tomb of Ligeia,,1964,Movie,DVD,,United Kingdom,,1,no,yes,2.35:1,78,Roger Corman,Owned,Good,,no,no,no,no,3784,5050070028515,tt0059821,,,,,,,,
no,The Tomb of Ligeia,,1964,Movie,Blu-ray,,United Kingdom,,1,no,yes,2.35:1,82,Roger Corman,Owned,,,no,no,no,no,5649,0,tt0059821,,,,,no,no,no,
no,The Toolbox Murders,,1978,Movie,DVD,,United Kingdom,,1,no,no,,0,Dennis Donnelly,Owned,,,no,no,yes,no,5669,5060496451651,tt0078405,,,,,no,no,no,
yes,The Toolbox Murders,,2004,Movie,DVD,,Finland,,1,yes,no,,0,Tobe Hooper,Owned,Poor - Slightly Damaged,reunassa pieni naarmu,no,no,no,no,1896,6416548354712,tt0367153,,,,,,,,
yes,The Tortured,Kidutettu,2010,Movie,DVD,,Finland,,1,yes,no,,0,Robert Lieberman,Owned,Excellent,,no,no,no,no,4369,6438194054112,tt1017464,,,,,,,,
yes,The Tournament,,2009,Movie,Blu-ray,,Finland,,1,yes,no,1.85:1,91,Scott Mann,Owned,Good,,no,no,no,no,5912,5706137696288,tt0471041,,,,,no,no,no,
yes,The Towering Inferno,,1974,Movie,DVD,Special Edition,United States,,2,no,yes,2.35:1,164,"Irwin Allen, John Guillermin",Owned,Good,,no,no,yes,no,5971,24543231707,tt0072308,,,,,yes,no,no,
yes,The Towering Inferno,,1974,Movie,Blu-ray,,Nordic,,1,yes,no,2.40:1,164,John Guillermin,Owned,Excellent,,no,no,no,no,2006,5051895039991,tt0072308,,,,,,,,
no,The Town,,2010,Movie,DVD,,Finland,,1,yes,yes,2.40:1,119,Ben Affleck,Owned,,,no,no,no,no,2245,5051895061565,tt0840361,,,,,,,,
yes,The Town,,2010,Movie,Blu-ray,Extended Cut,Nordic,,1,yes,no,2.40:1,124,Ben Affleck,Owned,Excellent,,no,no,no,no,3754,5051895061510,tt0840361,,,,,,,,
no,The Town That Dreaded Sundown,Staden som fruktade solnedgången,1976,Movie,Blu-ray,,Sweden,,1,no,no,2.35:1,90,Charles B. Pierce,Owned,,,no,no,no,no,8261,7350036727987,tt0075342,,,,,no,no,no,
no,The Toxic Avenger,,1984,Movie,Blu-ray,,United Kingdom,,1,no,no,1.78:1,82,"Michael Herz, Lloyd Kaufman",Owned,,,no,no,no,no,6593,5037899047781,tt0090190,,,,,no,no,no,
yes,The Train,,1964,Movie,Blu-ray,Arrow Academy,United Kingdom,,1,no,yes,1.66:1,133,"John Frankenheimer, Arthur Penn",Owned,Still Wrapped,,no,no,no,no,7648,5027035012711,tt0059825,,,,,no,no,no,
yes,The Transporter,,2002,Movie,Blu-ray,,Nordic,,1,yes,no,2.35:1,92,"Louis Leterrier, Corey Yuen",Owned,Still Wrapped,,no,no,no,no,3535,7340112703394,tt0293662,,,,,,,,
yes,The Transporter,,2002,Movie,DVD,Special Edition,Finland,,2,yes,yes,2.35:1,68,"Louis Leterrier, Corey Yuen",Owned,Excellent,,yes,no,no,no,2230,6438044085150,tt0293662,,,,,,,,
no,The Treasure of the Sierra Madre,,1948,Movie,DVD,,United Kingdom,,1,no,no,,0,John Huston,Owned,Excellent,,no,no,no,no,6640,5051892226448,tt0040897,,,,,no,no,no,
yes,The Tree of Life,,2011,Movie,DVD,,Finland,,1,yes,no,1.78:1,133,Terrence Malick,Owned,Excellent,,no,no,yes,no,2953,6438044303551,tt0478304,,,,,,,,
yes,The Trouble with Harry,Mutta... Kuka murhasi Harryn?,1955,Movie,DVD,The Hitchcock Collection,Finland,,1,yes,yes,,0,Alfred Hitchcock,Owned,Still Wrapped,,no,no,no,no,1383,3259190256927,tt0048750,,,,,,,,
yes,The Trouble with Harry,,1955,Movie,DVD,,United Kingdom,,1,yes,yes,1.85:1,95,Alfred Hitchcock,Owned,Fair,,no,no,no,no,1222,0,tt0048750,,,,,,,,
yes,The Truman Show,,1998,Movie,DVD,,Finland,,1,yes,no,,0,Peter Weir,Owned,Good,,no,no,no,no,379,7332431019584,tt0120382,,Paramount Collection,,,,,,
yes,The Truman Show,,1998,Movie,DVD,Special Collector's Edition,Finland,digipack,1,yes,no,,0,Peter Weir,Owned,Excellent,,no,no,no,no,3343,7332431021112,tt0120382,,,,,,,,
yes,The Truth About Emanuel,The New Neighbor,2013,Movie,DVD,,Finland,,1,yes,no,,0,Francesca Gregorini,Owned,Excellent,,no,no,no,no,4140,6438194081712,tt1838520,,,,,,,,
yes,The Turning Point,Käännekohta,1977,Movie,DVD,,Finland,,1,yes,no,,0,Herbert Ross,Owned,Still Wrapped,,no,no,no,no,7749,5709165844225,tt0076843,,,,,no,no,no,
no,The Twilight Zone: Season 1,,1985,,DVD,,United Kingdom,,6,no,no,1.33:1,880,Wes Craven,Owned,,,no,no,no,no,7163,5014138301828,tt0088634,,,,,no,no,no,
no,The Twilight Zone: Season 2,,1985,TV Serie,DVD,,United Kingdom,,3,no,no,1.33:1,455,Various Directors,Owned,,,no,no,no,no,2438,5014138301835,tt0088634,,,,,,,,
no,The Twilight Zone: The Complete Series,,1963,TV Serie,Blu-ray,,United Kingdom,,1,no,no,,0,"John Brahm, Douglas Heyes, Buzz Kulik, Lamont Johnson, Richard L. Bare, James Sheldon, Richard Donner, Don Medford, Montgomery Pittman, Jack Smight, Alvin Ganzer, Ted Post, William F. Claxton, Elliot Silverstein, Abner Biberman, Joseph M. Newman, Alan Crosland Jr., Robert Florey, Mitchell Leisen, Robert Parrish, Ron Winston, Stuart Rosenberg, David Orrick McDearmon, Justus Addiss, Perry Lafferty, Robert Stevens, John Rich, Anton Leader, Boris Sagal, Christian Nyby, Don Siegel, Robert Butler, Allen Reisner, William Asher, Ralph Nelson, Norman Z. McLeod, David Greene, Robert Ellis Miller, Allen H. Miner, Harold D. Schuster, Paul Stewart, David Butler, Bernard Girard, Robert Gist, Walter Grauman, Roger Kay, David Lowell Rich, Richard C. Sarafian, Ralph Senensky, Don Weis, Robert Enrico, Ida Lupino, Jacques Tourneur",Owned,,,no,no,no,no,7035,5030697040404,tt0052520,,,,,no,no,no,
no,The Two Faces of Dr. Jekyll,,1960,Movie,DVD,,United States,,1,no,no,2.35:1,89,Terence Fisher,Owned,,,no,no,no,no,1072,0,tt0054416,,,,,,,,
yes,The Two Jakes,Two Jakes,1990,Movie,DVD,,Finland,,1,yes,no,,0,Jack Nicholson,Owned,Good,,no,no,no,no,1783,6415015503837,tt0100828,,Paramount Collection,,,,,,
no,The Ultimate Harry Palmer,,1900,Movie,DVD,,Finland,,1,no,no,,0,,Owned,Excellent,,no,no,no,no,4941,6416548830117,tt0000000,,,,,,,,
yes,The Unbearable Lightness of Being,Olemisen sietämätön keveys,1988,Movie,DVD,Kahden levyn erikoisjulkaisu,Finland,,2,yes,yes,1.85:1,165,Philip Kaufman,Owned,Good,,no,no,no,no,4053,7321944734046,tt0096332,,,,,,,,
no,The Unholy,,1988,Movie,DVD,,United Kingdom,,1,no,no,1.85:1,98,Camilo Vila,Owned,,,no,no,no,no,7957,5060052411396,tt0096340,,,,,no,no,no,
no,The Uninvited,,2009,Movie,DVD,,Finland,,1,no,no,1.78:1,84,"Charles Guard, Thomas Guard",SaleOrTrade,,,no,no,no,no,80,7332504002734,tt0815245,,,,,,,,
yes,The Uninvited,,2009,Movie,Blu-ray,,Finland,,1,yes,yes,1.78:1,87,"Charles Guard, Thomas Guard",Owned,Excellent,,no,no,no,no,2003,7332504990789,tt0815245,,,,,,,,
no,The United States of Leland,,2003,Movie,DVD,,Nordic,,1,yes,no,2.20:1,105,Matthew Ryan Hoge,Owned,Excellent,,no,no,no,no,6547,5706141756695,tt0301976,,,,,no,no,no,
yes,The Untouchables,Lahjomattomat,1987,Movie,DVD,,Finland,,1,yes,no,2.35:1,114,Brian De Palma,Owned,Excellent,,no,no,no,no,1169,7332431021600,tt0094226,,,,,,,,
no,The Usual Suspects,Epäillyt,1995,Movie,DVD,,Finland,,1,no,no,,0,Bryan Singer,Owned,Excellent,,no,no,no,no,4847,6415018604098,tt0114814,,,,,,,,
yes,The Usual Suspects,,1995,Movie,DVD,,Nordic,,1,yes,yes,1.78:1,103,Bryan Singer,Owned,Excellent,,no,no,no,no,1121,7332431013261,tt0114814,,,,,,,,
no,The Vampire Lovers / Lust for a Vampire,,1970,Movie,DVD,,United Kingdom,,2,no,no,1.78:1,179,Roy Ward Baker,Owned,Fair,,no,no,no,no,6572,5055201804822,tt0000000,,,,,no,no,no,
yes,The Van,,1996,Movie,DVD,,United Kingdom,,1,,yes,1.85:1,92,Stephen Frears,Owned,Good,,no,no,no,no,4042,5039036030731,tt0118064,,,,,,,,
yes,The Vanishing,Pelon hetket,1993,Movie,DVD,,Finland,,1,yes,yes,1.85:1,105,George Sluizer,Owned,Fair,,no,no,no,no,4223,6420614629956,tt0108473,,,,,,,,
no,The Vengeance of She,,1968,Movie,DVD,,United Kingdom,,1,no,no,1.78:1,97,Cliff Owen,Owned,,,no,no,no,no,212,0,tt0063765,,,,,,,,
